Series_Title,Released_Year,Certificate,Genre,IMDB_Rating,Overview,Director,Star1,Star2,Star3,Star4,Keywords,soup
Miracle in cell NO.7,2019,Adult,drama,8.3,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,mehmetadaöztekin,arasbulutiynemli,nisasofiyaaksongur,denizbaysal,celiletoyonuysal, ,drama mehmetadaöztekin arasbulutiynemli nisasofiyaaksongur denizbaysal celiletoyonuysal  
Babam ve Oglum,2005,Adult,drama  family,8.3,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,çaganirmak,çetintekindor,fikretkuskan,hümeyra,egetanman, ,drama  family çaganirmak çetintekindor fikretkuskan hümeyra egetanman  
Inglourious Basterds,2009,Adult,adventure  drama  war,8.3,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",quentintarantino,bradpitt,dianekruger,eliroth,mélanielaurent, ,adventure  drama  war quentintarantino bradpitt dianekruger eliroth mélanielaurent  
Eternal Sunshine of the Spotless Mind,2004,Adult,drama  romance  sci-fi,8.3,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",michelgondry,jimcarrey,katewinslet,tomwilkinson,gerryrobertbyrne, ,drama  romance  sci-fi michelgondry jimcarrey katewinslet tomwilkinson gerryrobertbyrne  
Amélie,2001,Family,comedy  romance,8.3,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",jean-pierrejeunet,audreytautou,mathieukassovitz,rufus,lorellacravotta, ,comedy  romance jean-pierrejeunet audreytautou mathieukassovitz rufus lorellacravotta  
Snatch,2000,Adult,comedy  crime,8.3,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",guyritchie,jasonstatham,bradpitt,beniciodeltoro,dennisfarina, ,comedy  crime guyritchie jasonstatham bradpitt beniciodeltoro dennisfarina  
Requiem for a Dream,2000,Adult,drama,8.3,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,darrenaronofsky,ellenburstyn,jaredleto,jenniferconnelly,marlonwayans, ,drama darrenaronofsky ellenburstyn jaredleto jenniferconnelly marlonwayans  
American Beauty,1999,Adult,drama,8.3,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,sammendes,kevinspacey,annettebening,thorabirch,wesbentley, ,drama sammendes kevinspacey annettebening thorabirch wesbentley  
Good Will Hunting,1997,Family,drama  romance,8.3,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",gusvansant,robinwilliams,mattdamon,benaffleck,stellanskarsgård, ,drama  romance gusvansant robinwilliams mattdamon benaffleck stellanskarsgård  
Bacheha-Ye aseman,1997,Family,drama  family  sport,8.3,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",majidmajidi,mohammadamirnaji,amirfarrokhhashemian,bahareseddiqi,nafisejafar-mohammadi, ,drama  family  sport majidmajidi mohammadamirnaji amirfarrokhhashemian bahareseddiqi nafisejafar-mohammadi  
Toy Story,1995,Family,animation  adventure  comedy,8.3,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,johnlasseter,tomhanks,timallen,donrickles,jimvarney, ,animation  adventure  comedy johnlasseter tomhanks timallen donrickles jimvarney  
Braveheart,1995,Adult,biography  drama  history,8.3,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,melgibson,melgibson,sophiemarceau,patrickmcgoohan,angusmacfadyen, ,biography  drama  history melgibson melgibson sophiemarceau patrickmcgoohan angusmacfadyen  
Reservoir Dogs,1992,Adult,crime  drama  thriller,8.3,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",quentintarantino,harveykeitel,timroth,michaelmadsen,chrispenn, ,crime  drama  thriller quentintarantino harveykeitel timroth michaelmadsen chrispenn  
Full Metal Jacket,1987,Adult,drama  war,8.3,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,stanleykubrick,matthewmodine,r.leeermey,vincentd'onofrio,adambaldwin, ,drama  war stanleykubrick matthewmodine r.leeermey vincentd'onofrio adambaldwin  
Idi i smotri,1985,Adult,drama  thriller  war,8.3,"After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",elemklimov,alekseykravchenko,olgamironova,liubomiraslaucevicius,vladasbagdonas, ,drama  thriller  war elemklimov alekseykravchenko olgamironova liubomiraslaucevicius vladasbagdonas  
Aliens,1986,Family,action  adventure  sci-fi,8.3,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",jamescameron,sigourneyweaver,michaelbiehn,carriehenn,paulreiser, ,action  adventure  sci-fi jamescameron sigourneyweaver michaelbiehn carriehenn paulreiser  
Amadeus,1984,Adult,biography  drama  history,8.3,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporaneous composer who was insanely jealous of Mozart's talent and claimed to have murdered him.",milosforman,f.murrayabraham,tomhulce,elizabethberridge,roydotrice, ,biography  drama  history milosforman f.murrayabraham tomhulce elizabethberridge roydotrice  
Scarface,1983,Adult,crime  drama,8.3,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",briandepalma,alpacino,michellepfeiffer,stevenbauer,maryelizabethmastrantonio, ,crime  drama briandepalma alpacino michellepfeiffer stevenbauer maryelizabethmastrantonio  
Star Wars: Episode VI - Return of the Jedi,1983,Family,action  adventure  fantasy,8.3,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",richardmarquand,markhamill,harrisonford,carriefisher,billydeewilliams, ,action  adventure  fantasy richardmarquand markhamill harrisonford carriefisher billydeewilliams  
Das Boot,1981,Adult,adventure  drama  thriller,8.3,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",wolfgangpetersen,jürgenprochnow,herbertgrönemeyer,klauswennemann,hubertusbengsch, ,adventure  drama  thriller wolfgangpetersen jürgenprochnow herbertgrönemeyer klauswennemann hubertusbengsch  
Taxi Driver,1976,Adult,crime  drama,8.3,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",martinscorsese,robertdeniro,jodiefoster,cybillshepherd,albertbrooks, ,crime  drama martinscorsese robertdeniro jodiefoster cybillshepherd albertbrooks  
The Sting,1973,Family,comedy  crime  drama,8.3,Two grifters team up to pull off the ultimate con.,georgeroyhill,paulnewman,robertredford,robertshaw,charlesdurning, ,comedy  crime  drama georgeroyhill paulnewman robertredford robertshaw charlesdurning  
A Clockwork Orange,1971,Adult,crime  drama  sci-fi,8.3,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",stanleykubrick,malcolmmcdowell,patrickmagee,michaelbates,warrenclarke, ,crime  drama  sci-fi stanleykubrick malcolmmcdowell patrickmagee michaelbates warrenclarke  
2001: A Space Odyssey,1968,Family,adventure  sci-fi,8.3,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",stanleykubrick,keirdullea,garylockwood,williamsylvester,danielrichter, ,adventure  sci-fi stanleykubrick keirdullea garylockwood williamsylvester danielrichter  
Per qualche dollaro in più,1965,Family,western,8.3,Two bounty hunters with the same intentions team up to track down a Western outlaw.,sergioleone,clinteastwood,leevancleef,gianmariavolontè,marakrupp, ,western sergioleone clinteastwood leevancleef gianmariavolontè marakrupp  
Lawrence of Arabia,1962,Family,adventure  biography  drama,8.3,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",davidlean,petero'toole,alecguinness,anthonyquinn,jackhawkins, ,adventure  biography  drama davidlean petero'toole alecguinness anthonyquinn jackhawkins  
The Apartment,1960,Family,comedy  drama  romance,8.3,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",billywilder,jacklemmon,shirleymaclaine,fredmacmurray,raywalston, ,comedy  drama  romance billywilder jacklemmon shirleymaclaine fredmacmurray raywalston  
North by Northwest,1959,Family,adventure  mystery  thriller,8.3,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,alfredhitchcock,carygrant,evamariesaint,jamesmason,jessieroycelandis, ,adventure  mystery  thriller alfredhitchcock carygrant evamariesaint jamesmason jessieroycelandis  
Vertigo,1958,Adult,mystery  romance  thriller,8.3,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,alfredhitchcock,jamesstewart,kimnovak,barbarabelgeddes,tomhelmore, ,mystery  romance  thriller alfredhitchcock jamesstewart kimnovak barbarabelgeddes tomhelmore  
Singin' in the Rain,1952,,comedy  musical  romance,8.3,A silent film production company and cast make a difficult transition to sound.,stanleydonen,genekelly,genekelly,donaldo'connor,debbiereynolds, ,comedy  musical  romance stanleydonen genekelly genekelly donaldo'connor debbiereynolds  
Ikiru,1952,Adult,drama,8.3,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,akirakurosawa,takashishimura,nobuokaneko,shin'ichihimori,haruotanaka, ,drama akirakurosawa takashishimura nobuokaneko shin'ichihimori haruotanaka  
Ladri di biciclette,1948,Adult,drama,8.3,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",vittoriodesica,lambertomaggiorani,enzostaiola,lianellacarell,elenaaltieri, ,drama vittoriodesica lambertomaggiorani enzostaiola lianellacarell elenaaltieri  
Double Indemnity,1944,Adult,crime  drama  film-noir,8.3,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,billywilder,fredmacmurray,barbarastanwyck,edwardg.robinson,byronbarr, ,crime  drama  film-noir billywilder fredmacmurray barbarastanwyck edwardg.robinson byronbarr  
